University,Department,Overall_Pay,LW_Ratio,Academic_Year,Program_Year,12_M_Gross_Pay,9_M_Gross_Pay,3_M_Gross_Pay,Fees
University of Texas - El Paso (UTEP),Business,10000,0.48,2016-2017,1st,,19000,4000,13000
University of Texas - El Paso (UTEP),Bioinformatics,1738,0.08,2016-2017,1st,,1350,,3088
University of Texas - El Paso (UTEP),History,14500,0.69,2016-2017,2nd,,19500,,5000
University of Texas - San Antonio (UTSA),chemistry,26000,1.25,2023-2024,1st,26000,,,
University of Texas - San Antonio (UTSA),Chemistry ,25000,1.2,2022-2023,,25000,,,
University of Texas - San Antonio (UTSA),Business/Marketing ,25000,1.2,2016-2017,1st,25000,,,
University of Texas - San Antonio (UTSA),Psychology ,24611,1.19,2022-2023,1st,25000,,,389
University of Texas - San Antonio (UTSA),Neuroscience ,28000,1.35,2020-2021,1st,28000,,,
University of Texas - San Antonio (UTSA),Electrical and Computer Engineering,19500,0.94,2020-2021,5th,19500,,,
University of Texas - San Antonio (UTSA),chemistry,27000,1.3,2020-2021,,,24000,3000,
University of Texas - San Antonio (UTSA),Cell and Molecular biology,28000,1.35,2020-2021,1st,28000,,,
University of Texas - San Antonio (UTSA),Information Technology and Cyber Security,25000,1.2,2019-2020,1st,25000,,,
University of Texas - San Antonio (UTSA),Anthropology,10500,0.51,2018-2019,2nd,,19600,,9100
University of Texas - San Antonio (UTSA),Psychology,13813,0.67,2017-2018,2nd,25000,,,11187
University of Texas - San Antonio (UTSA),Biology,26000,1.25,2016-2017,,26000,,,
University of Texas - San Antonio (UTSA),Cell and Molecular Biology,26000,1.44,2014-2015,1st,26000,,,
University of Texas at Arlington ,Mechanical and Aerospace Engineering,13200,,2018-2019,4th,,15200,,2000
University of Texas at Austin,Pharmaceutical Sciences,32000,,2022-2023,1st,32000,,,
University of Texas at Austin,Computational Science and Engineering,30000,,2019-2020,2nd,30000,,,
University of Texas at Austin,Computational Science and Engineering,30000,,2018-2019,1st,30000,,,
University of Texas at Dallas,Bioengineering,28000,,2020-2021,,28000,,,
University of Texas at El Paso,Biosciences,25000,,2023-2024,1st,25000,,,
University of Texas Dallas (UTD),Computer Science,2150,0.1,2023-2024,1st,,2150,,
University of Texas Health Science Center - Houston,Quantative Sciences,32000,1.46,2022-2023,1st,32000,,,
University of Texas Health Science Center - Houston,GSBS,32000,1.46,2020-2021,4th,32000,,,
University of Texas Health Science Center - Houston,Neuroscience,32000,1.46,2020-2021,6th and up,32000,,,
University of Texas Health Science Center - Houston,GSBS MDACC,32000,1.46,2018-2019,,32000,,,
University of Texas Health Science Center - Houston,Neurobiology ,32000,1.46,2020-2021,3rd,32000,,,
University of Texas Health Science Center - Houston,Department of Biostatistics,19000,0.87,2020-2021,1st,24000,,,5000
University of Texas Health Science Center - Houston,GSBS,32000,1.46,2017-2018,5th,32000,,,
University of Texas Health Science Center - Houston,Graduate School of Biomedical Sciences,32000,1.46,2018-2019,1st,32000,,,
University of Texas Health Science Center - Houston,bioinformatics,18000,0.82,2017-2018,1st,,18000,,
University of Texas Health Science Center - Houston,MD/PhD,32000,1.46,2016-2017,4th,32000,,,
University of Texas Health Science Center - Houston,Biostatistics (School of Public Health),20000,0.92,2016-2017,1st,20000,,,
University of Texas Health Science Center - Houston,Medical Physics,29000,1.33,2017-2018,1st,29000,,,
University of Texas Health Science Center - Houston,Medical Physics,29500,1.35,2016-2017,4th,29500,,,
University of Texas Health Science Center - Houston,Neuroscience,29000,1.51,2014-2015,1st,29000,,,
University of Texas Health Science Center - San Antonio,Radiological Sciences,28500,1.37,2021-2022,3rd,28500,,,
University of Texas Health Science Center - San Antonio,,30000,1.44,2022-2023,1st,30000,,,
University of Texas Health Science Center - San Antonio,IBMS,30000,1.44,2021-2022,1st,30000,,,
University of Texas Health Science Center - San Antonio,Immunology and Microbiology ,30000,1.44,2021-2022,3rd,30000,,,
University of Texas Health Science Center - San Antonio,Pharmacology/IBMS,30000,1.44,2020-2021,5th,30000,,,
University of Texas Health Science Center - San Antonio,IBMS,30000,1.44,2020-2021,1st,30000,,,
University of Texas Health Science Center - San Antonio,Pharmacology ,30000,1.44,2018-2019,3rd,30000,,,
University of Texas Health Science Center - San Antonio,IBMS,26000,1.25,2016-2017,1st,26000,,,
University of Texas Health Science Center - San Antonio,Translational Science,24000,1.16,2016-2017,3rd,26000,,,2000
University of Texas Medical Branch - Galveston,Biochemistry Cellular and Molecular Biology,35560,1.63,2022-2023,1st,35560,,,
University of Texas Medical Branch - Galveston,Neuroscience,36350,1.66,2023-2024,1st,36350,,,
University of Texas Medical Branch - Galveston,Center for Addiction Research,31500,1.44,2020-2021,4th,31500,,,
University of Texas Medical Branch - Galveston,Graduate School of Biomedical Sciences,31500,1.44,2021-2022,5th,31500,,,
University of Texas Medical Branch - Galveston,Human Pathophysiology and Translational Medicine,31000,1.42,2020-2021,4th,31000,,,
University of Texas Medical Branch - Galveston,Biochemistry & Molecular Biology,29000,1.33,2018-2019,,29000,,,
University of Texas Medical Branch - Galveston,Biochemistry & Molecular Biology,31000,1.42,2019-2020,,31000,,,
University of Texas Medical Branch - Galveston,Microbiology and immunology ,32000,1.46,2017-2018,5th,32000,,,
University of Texas Medical Branch - Galveston,Human Pathophysiology and Translational Medicine,31000,1.42,2019-2020,3rd,31000,,,
University of Texas Medical Branch - Galveston,Pharmacology & Toxicology,31000,1.42,2019-2020,1st,31000,,,
University of Texas Medical Branch - Galveston,Pharmacology and Toxicology,29000,1.33,2016-2017,1st,29000,,,
University of Texas Medical Branch - Galveston,Microbiology and Immunology,27900,1.28,2016-2017,5th,27900,,,
University of Texas Rio Grande Valley,Clinical Psychology,20250,,2022-2023,1st,,20250,,
University of Texas Southwestern Medical Center - Dallas,Public Health,37000,1.72,2025-2026,1st,37000,,,
University of Texas Southwestern Medical Center - Dallas,Basic Biomedical Sciences,37000,1.72,2023-2024,1st,37000,,,
University of Texas Southwestern Medical Center - Dallas,Basic Biological Sciences,37000,1.72,2022-2023,1st,37000,,,
University of Texas Southwestern Medical Center - Dallas,Biomedical Sciences,37000,1.72,2022-2023,2nd,37000,,,
University of Texas Southwestern Medical Center - Dallas,,3080,0.14,2022-2023,1st,3080,,,
University of Texas Southwestern Medical Center - Dallas,Computational biology,35000,1.62,2021-2022,,35000,,,
University of Texas Southwestern Medical Center - Dallas,Computational biology,32000,1.48,2021-2022,,32000,,,
University of Texas Southwestern Medical Center - Dallas,Biomedical Engineering,35000,1.62,2020-2021,1st,35000,,,
University of Texas Southwestern Medical Center - Dallas,Molecular Bio,35000,1.62,2020-2021,1st,35000,,,
University of Texas Southwestern Medical Center - Dallas,Neuroscience,35000,1.62,2020-2021,4th,35000,,,
University of Texas Southwestern Medical Center - Dallas,Biomedical sciences,35000,1.62,2021-2022,1st,35000,,,
University of Texas Southwestern Medical Center - Dallas,Basic Biomedical Sciences Program,35000,1.62,2021-2022,2nd,35000,,,
University of Texas Southwestern Medical Center - Dallas,Applied Clinical Research,35000,1.62,2020-2021,1st,35000,,,
University of Texas Southwestern Medical Center - Dallas,Physiology/Cell and Molecular Biology,35000,1.62,2019-2020,5th,35000,,,
University of Texas Southwestern Medical Center - Dallas,,32500,1.51,2019-2020,1st,35000,,,2500
University of Texas Southwestern Medical Center - Dallas,Graduate School of Biomedical Sciences (Molecular Biophysics),35000,1.62,2019-2020,3rd,35000,,,
University of Texas Southwestern Medical Center - Dallas,cancer biology,34500,1.6,2019-2020,6th and up,34500,,,
University of Texas Southwestern Medical Center - Dallas,,32000,1.48,2018-2019,5th,34500,,,2500
University of Texas Southwestern Medical Center - Dallas,Basic Science ,34500,1.6,2018-2019,1st,34500,,,
University of Texas Southwestern Medical Center - Dallas,Neuroscience,31996,1.48,2018-2019,2nd,34500,,,2504
University of Texas Southwestern Medical Center - Dallas,Internal medicine,47487,2.2,2016-2017,1st,47487,,,
University of Texas Southwestern Medical Center - Dallas,,34500,1.6,2016-2017,4th,34500,,,
University of Texas Southwestern Medical Center - Dallas,Neuroscience,34500,1.6,2016-2017,1st,34500,,,
University of Texas Southwestern Medical Center - Dallas,Biomedical Engineering,34500,1.6,2017-2018,1st,34500,,,
University of Texas Southwestern Medical Center - Dallas,MSTP,34500,1.6,2016-2017,1st,34500,,,
University of Texas Southwestern Medical Center - Dallas,Molecular microbiology,28000,1.45,2014-2015,5th,28000,,,
University of the District of Columbia,Mechanical engineering,14000,,2022-2023,3rd,16000,,,2000
University of the Pacific (UOP),pharmacy,22000,1.01,2020-2021,,22000,,,
University of the Sciences in Philadelphia,Pharmaceutics,21500,0.89,2022-2023,1st,21500,,,
University of the Sciences in Philadelphia,Biochemistry,22731,0.94,2018-2019,3rd,22731,,,
University of the Sciences in Philadelphia,PhD Biology,21300,0.88,2018-2019,3rd,23000,,,1700
University of the Sciences in Philadelphia,Biology,20300,0.84,2018-2019,2nd,22000,,,1700
University of the Sciences in Philadelphia,Chemistry,20500,0.85,2015-2016,1st,20500,,,
University of the Witwatersrand ,Animal plant and environmental sciences ,5873,,2022-2023,,6991,,,1118
University of Tokyo,Computer Science ,36000,,2019-2020,3rd,36000,,,
University of Toledo,Clinical Psychology,17000,0.91,2023-2024,3rd,19000,,,2000
University of Toledo,Medicinal Chemistry,21200,1.13,2022-2023,1st,23000,,,1800
University of Toledo,Medicinal Chemistry,21200,1.13,2022-2023,1st,23000,,,1800
University of Toledo,Physics,22824,1.22,2022-2023,1st,,18000,6000,1176
University of Toledo,Chemistry and Biochemistry,22000,1.17,2022-2023,1st,24000,,,2000
University of Toledo,Environmental Sciences,23500,1.25,2022-2023,5th,23500,,,
University of Toledo,Ph.D. Experimental Psychology,19000,1.01,2020-2021,1st,19000,,,
University of Toledo,Psychology ,17400,0.93,2021-2022,4th,,16000,3000,1600
University of Toledo,Mathematics,18400,0.98,2020-2021,3rd,20900,,,2500
University of Toledo,School of Exercise and Rehabilitation Sciences,14100,0.75,2019-2020,4th,,15000,,900
University of Toledo,,14100,0.75,2019-2020,4th,,15000,,900
University of Toledo,Physics,23750,1.26,2019-2020,1st,24000,,,250
University of Toledo,Population health,14000,0.75,2019-2020,,,14000,,
University of Toledo,Psychology,16076,0.86,2018-2019,1st,,14000,4000,1924
University of Toledo,Bioengineering,17830,0.95,2019-2020,,,17830,,
University of Toledo,Psychology,18360,0.98,2018-2019,1st,,17000,3000,1640
University of Toledo,Molecular/Cell Biology,26000,1.38,2017-2018,2nd,26000,,,
University of Toledo,Biomedical Sciences,25000,1.33,2017-2018,,25000,,,
University of Toledo,physics,24000,1.28,2017-2018,1st,,18000,6000,
University of Toledo,Biological Sciences,25526,1.36,2017-2018,,25526,,,
University of Toledo,geography & planning/ spatially integrated socila science,20000,1.07,2017-2018,2nd,20000,,,
University of Toledo,Sociology,9800,0.52,2015-2016,,9800,,,
University of Toledo,Biological Science,24000,1.28,2017-2018,1st,,20000,4000,
University of Toledo,Physiology and Pharmacology,21220,1.13,2016-2017,2nd,22920,,,1700
University of Toledo,biology,24000,1.28,2016-2017,1st,,20000,4000,
University of Toledo,Mechanical Industrial and Manufacturing Engineering,16730,1.01,2014-2015,1st,,16730,,
University of Toronto,Computer Science,41000,,2024-2025,1st,50000,,,9000
University of Toronto,Philosophy,28000,,2023-2024,2nd,28000,,,
University of Toronto,Rotman School of Management,30353,,2023-2024,3rd,32357,,,2004
University of Toronto,Rotman School of Management,36896,,2023-2024,1st,38900,,,2004
University of Toronto,Department for the Study of Religion,21500,,2022-2023,1st,29500,,,8000
University of Toronto,Computer Science,18000,,2022-2023,5th,27000,,,9000
University of Toronto,Classics,40000,,2023-2024,1st,40000,,,
University of Toronto,Cinema Studies,21500,,2022-2023,1st,21500,,,
University of Toronto,Institute of Medical Science,31622,,2022-2023,4th,39676,,,8054
University of Toronto,Theatre,19000,,2022-2023,3rd,,19000,,
University of Toronto,Chemical Engineering,21151,,2021-2022,,29130,,,7979
University of Toronto,Institute of Biomedical Engineering (PhD),19353,,2020-2021,2nd,26500,,,7147
University of Toronto,Music,6350,,2022-2023,6th and up,4000,,,10350
University of Toronto,PhD Department of Civil and Mineral Engineering,18000,,2021-2022,1st,26736,,,8736
University of toronto,PhD Department of Civil and Mineral Engineering,18000,,2021-2022,1st,26736,,,8736
University of toronto,PhD Department of Civil and Mineral Engineering,18000,,2021-2022,1st,26736,,,8736
University of Toronto,Electrical and Computer Engineering,17500,,2020-2021,1st,25480,,,7980
University of Toronto,Electrical and Computer Engineering,17500,,2021-2022,3rd,26236,,,8736
University of Toronto,IHPME,18700,,2020-2021,3rd,26500,,,7800
University of Toronto,Electrical and Computer Engineering,18480,,2020-2021,1st,25480,,,7000
University of Toronto,Rotman School of Management,33500,,2021-2022,1st,35000,,,1500
University of Toronto,Sociology,18500,,2021-2022,1st,26500,,,8000
University of Toronto,Philosophy,25500,,2021-2022,1st,,25500,,
University of Toronto,Criminology and Sociolegal Studies,24800,,2020-2021,,,24800,,
University of Toronto,Criminology and Sociolegal Studies,15800,,2019-2020,4th,,24800,,9000
University of Toronto,History,22200,,2020-2021,1st,30000,,,7800
University of Toronto,MD/PhD Program,18000,,2019-2020,2nd,36000,,,18000
University of Toronto,Statistics,57000,,2019-2020,2nd,64500,,,7500
University of Toronto,Molecular Genetics,22829,,2019-2020,4th,30679,,,7850
University of Toronto,Molecular Genetics,20000,,2016-2017,5th,28491,,,8491
University of Toronto ,Art History,36000,,2024-2025,1st,45000,,,9000
University of Toronto ,Institute of Biomedical Engineering ,22000,,2022-2023,2nd,30000,,,8000
University of Toronto ,Institute of Biomedical Engineering ,22000,,2022-2023,2nd,30000,,,8000
University of Toronto ,Biochemistry ,22200,,2020-2021,1st,30000,,,7800
University of Toronto Rotman School of Management,Management,28500,,2018-2019,1st,28500,,,
University of Tubingen,Department of Computer Science,48000,,2021-2022,1st,48000,,,
University of Tuebingen,Institute of Medical Psychology,31000,,2017-2018,6th and up,31000,,,
University of Tulsa (TU),Psychology,14000,0.71,2020-2021,1st,,14000,,
University of Tulsa (TU),Mechanical Engineering,25875,1.3,2019-2020,2nd,25875,,,
University of Tulsa (TU),Math,1490,0.08,2019-2020,1st,1490,,,
University of Tulsa (TU),,24000,1.21,2019-2020,1st,24000,,,
University of Tulsa (TU),Mathematics,26200,1.32,2017-2018,1st,,19000,7200,
University of Tulsa (TU),Anthropology,13500,0.68,2017-2018,1st,,13500,,
University of Tulsa (TU),English,13410,0.68,2016-2017,,13410,,,
University of Tulsa (TU),Chemical Engineering,17604,0.89,2015-2016,1st,,13908,4636,940
University of Tulsa (TU),Chemical Engineering,13800,0.7,2015-2016,,,13950,,150
University of Turku,TuDMM,25000,,2019-2020,3rd,25000,,,
University of Twente,TNW,2300,,2019-2020,1st,2300,,,
University of Utah,Physics and Astronomy,34000,1.53,2024-2025,1st,34000,,,
University of Utah,Computer Science,29700,1.33,2023-2024,1st,30000,,,300
University of Utah,Political Science,35000,1.57,2024-2025,1st,,35000,,
University of Utah,physics ,33000,1.48,2024-2025,1st,33000,,,
University of Utah,Electrical Engineering,32000,1.44,2024-2025,1st,32000,,,
University of Utah,biomedical informatics,40000,1.8,2022-2023,,40000,,,
University of Utah,Materials Science and Engineering,31000,1.39,2023-2024,1st,32000,,,1000
University of Utah,Human Development and Social Policy,2200,0.1,2024-2025,1st,2200,,,
University of Utah,linguistics,25000,1.12,2024-2025,1st,,25000,,
University of Utah,Graduate Program,25000,1.12,2024-2025,,25000,,,
University of Utah,writing and rhetoric,25000,1.12,2024-2025,,25000,,,
University of Utah,Writing and rhetoric studies,25000,1.12,2024-2025,,25000,,,
University of Utah,Bioscience,35000,1.57,2023-2024,1st,35000,,,
University of Utah,Mechanical Engineering,30000,1.35,2023-2024,3rd,30000,,,
University of Utah,Physics & Astronomy,33000,1.48,2023-2024,1st,33000,,,
University of Utah,Chemical Engineering,34000,1.53,2024-2025,4th,34000,,,
University of Utah,Civil and Environmental Engineering,28800,1.29,2023-2024,2nd,28800,,,
University of Utah,Neurobiology,35000,1.57,2023-2024,3rd,35000,,,
University of Utah,Philosophy,25000,1.12,2022-2023,1st,,25000,,
University of Utah,Neuroscience,32500,1.46,2022-2023,5th,32500,,,
University of Utah,Business Management ,34000,1.53,2023-2024,1st,34000,,,
University of Utah,Math ,26000,1.17,2023-2024,1st,,26000,,
University of Utah,Atmospheric Science,31500,1.41,2022-2023,1st,31500,,,
University of Utah,mechanical Engineering,27600,1.24,2022-2023,1st,30000,,,2400
University of Utah,Chemical Engineering ,29000,1.3,2022-2023,4th,31000,,,2000
University of Utah,Microbiology and Immunology ,32000,1.44,2022-2023,1st,32000,,,
University of Utah,Biomedical Engineering,27847,1.25,2022-2023,1st,30600,,,2753
University of Utah,Biomedical Engineering,29600,1.33,2022-2023,4th,30600,,,1000
University of Utah,Biomedical Engineering,27867,1.25,2023-2024,1st,30600,,,2733
University of Utah,Chemistry,32000,1.44,2022-2023,1st,32000,,,
University of Utah,Chemistry,29000,1.3,2022-2023,4th,29000,,,
University of Utah,Chemistry,30000,1.35,2022-2023,3rd,30000,,,
University of Utah,Chemistry,29000,1.3,2022-2023,1st,29000,,,
University of Utah,Political Science,19000,0.85,2022-2023,1st,,20000,,1000
University of Utah,Health and kinesiology,17700,0.79,2022-2023,1st,,17700,,
University of Utah,Neuroscience,32000,1.44,2022-2023,4th,32000,,,
University of Utah,Physics and astronomy,30000,1.35,2022-2023,1st,30000,,,
University of Utah,Geology and Geophysics ,35420,1.59,2022-2023,3rd,,21252,14168,
University of Utah,Geology and Geophysics ,226220,10.16,2022-2023,3rd,,212052,14168,
University of Utah,Mechanical engineering ,18500,0.83,2021-2022,3rd,21000,,,2500
University of Utah,Civil & Environmental Engineering,26400,1.19,2022-2023,1st,26400,,,
University of Utah,Biosciences PhD Program,32000,1.44,2022-2023,1st,32000,,,
University of Utah,Physics and Astronomy,30000,1.35,2022-2023,1st,30000,,,
University of Utah,Psychology,25000,1.12,2021-2022,3rd,25000,,,
University of Utah,Mechanical Engineering,23000,1.03,2020-2021,3rd,25000,,,2000
University of Utah,geography,30000,1.35,2022-2023,1st,30000,,,
University of Utah,Organizational Behavior,32000,1.44,2022-2023,1st,32000,,,
University of Utah,Computer Science,23464,1.05,2022-2023,1st,,24464,,1000
University of Utah,Communications,20500,0.92,2022-2023,1st,,20500,,
University of Utah,Communications,20500,0.92,2022-2023,1st,,20500,,
University of Utah,Biomedical Engineering,28000,1.26,2020-2021,6th and up,28000,,,
University of Utah,Biomedical Engineering,25434,1.14,2020-2021,1st,27000,,,1566
University of Utah,chemistry,27900,1.25,2022-2023,1st,27900,,,
University of Utah,Chemistry,27900,1.25,2022-2023,1st,27900,,,
University of Utah,Electrical and computer engineering ,23500,1.06,2021-2022,4th,26000,,,2500
University of Utah,Linguistics,17450,0.78,2021-2022,1st,,17450,,
University of Utah,SBS/ MCEB PROGRAM,29137,1.31,2020-2021,2nd,29137,,,
University of Utah,Computer Science PhD,31400,1.41,2021-2022,2nd,31400,,,
University of Utah,Economics,21800,0.98,2020-2021,2nd,,16200,6000,400
University of Utah,Eccles school of business,31000,1.39,2021-2022,1st,31000,,,
University of Utah,Finance,33000,1.48,2021-2022,,33000,,,
University of Utah,Chemistry,27500,1.24,2021-2022,1st,27500,,,
University of Utah,chemical engineering,30000,1.35,2020-2021,1st,30000,,,
University of Utah,Mechanical Engineering,24000,1.08,2021-2022,1st,24000,,,
University of Utah,Engineering,28000,1.26,2020-2021,1st,32000,,,4000
University of Utah,Atmospheric science,30000,1.35,2020-2021,,30000,,,
University of Utah,Political Science ,17000,0.76,2020-2021,2nd,,18000,,1000
University of Utah,Mathematics,26000,1.17,2020-2021,1st,,21000,5000,
University of Utah,Computer Science,37875,1.7,2020-2021,2nd,37875,,,
University of Utah,Computer Science,35841,1.61,2020-2021,2nd,35841,,,
University of Utah,bioscience,29130,1.31,2020-2021,1st,29130,,,
University of Utah,Computer Science,29100,1.31,2020-2021,,29100,,,
University of Utah,Economics,18500,0.83,2020-2021,1st,,18500,,
University of Utah,Electrical and Computer Engineering,23820,1.07,2020-2021,1st,23820,,,
University of Utah,Computer Science,18000,0.81,2020-2021,1st,,18000,,
University of Utah,Music,15000,0.67,2019-2020,1st,,15000,,
University of Utah,Biomedical Engineering,26350,1.18,2019-2020,5th,28250,,,1900
University of Utah,Biosciences ,28500,1.28,2019-2020,6th and up,28500,,,
University of Utah,Political science,16500,0.74,2019-2020,3rd,,16500,,
University of Utah,Psychology,24000,1.08,2019-2020,,24000,,,
University of Utah,Psychology,34000,1.53,2019-2020,3rd,34000,,,
University of Utah,Mechanical engineering,21100,0.95,2018-2019,3rd,22500,,,1400
University of Utah,Psychology,24000,1.08,2019-2020,,24000,,,
University of Utah,Geology,23832,1.07,2017-2018,4th,24000,,,168
University of Utah,Chemistry,28500,1.28,2018-2019,6th and up,28500,,,
University of Utah,Physics and Astronomy,21624,0.97,2018-2019,4th,,18500,3124,
University of Utah,Molecular Biology Ph.D.,28560,1.28,2019-2020,1st,28560,,,
University of Utah,Communication sciences and disorders,20232,0.91,2018-2019,1st,20232,,,
University of Utah,Communication Sciences and Disorders,15000,0.67,2018-2019,,,15000,,
University of Utah,CSD,17000,0.76,2018-2019,5th,17000,,,
University of Utah,Clinical Psychology,22000,0.99,2019-2020,1st,22000,,,
University of Utah,Chemical engineering,28000,1.26,2019-2020,,28000,,,
University of Utah,Biosciences,28000,1.26,2018-2019,6th and up,28000,,,
University of Utah,Biology - EEOB,24000,1.08,2018-2019,1st,24000,,,
University of Utah,EEOB,23000,1.03,2017-2018,1st,23000,,,
University of Utah,Biosciences,28000,1.26,2017-2018,1st,28000,,,
University of Utah,Geology and Geophysics ,14000,0.71,2006-2007,1st,,14000,,
University of Utah,Bioengineering,22700,1.02,2017-2018,,24500,,,1800
University of Utah,Computer science,15000,0.67,2017-2018,1st,,17000,,2000
University of Utah,medicinal chemistry,24000,1.08,2017-2018,1st,24000,,,
University of Utah,medicinal chemistry,22000,0.99,2017-2018,1st,22000,,,
University of Utah,Psychology,19500,0.88,2016-2017,2nd,19500,,,
University of Utah,Atmospheric Sciences,25500,1.15,2016-2017,1st,25500,,,
University of Utah,Computer Science,15000,0.67,2017-2018,1st,,17000,,2000
University of Utah,Mechanical Engineering,18150,0.82,2017-2018,,,15000,5000,1850
University of Utah,Sociology,15674,0.7,2016-2017,1st,,16000,,326
University of Utah,Chemical Engineering,28000,1.26,2017-2018,1st,28000,,,
University of Utah,English,16700,0.75,2017-2018,,,16700,,
University of Utah,Biology,34000,1.53,2016-2017,6th and up,34000,,,
University of Utah,Computer Science,19000,0.85,2016-2017,1st,,21000,,2000
University of Utah,Oncological Sciences,27000,1.21,2016-2017,5th,27000,,,
University of Utah,Bioscience PhD Programs,27000,1.21,2016-2017,1st,27000,,,
University of Utah,Neurobiology and Anatomy/Neuroscience,27000,1.21,2016-2017,4th,27000,,,
University of Utah,Biochemistry,27000,1.21,2016-2017,3rd,27000,,,
University of Utah,Pathology,26000,1.17,2016-2017,6th and up,26000,,,
University of Utah,Mechanical Engineering,16600,0.75,2015-2016,1st,,14000,4600,2000
University of Utah,Physics and Astronomy,23800,1.07,2016-2017,4th,24500,,,700
University of Utah,Neuroscience,26000,1.17,2015-2016,2nd,26000,,,
University of Utah,Sociology,14500,0.65,2016-2017,1st,,14500,,
University of Utah,Biochemistry,26000,1.32,2014-2015,4th,26000,,,
University of Utah,business,220000,11.21,,,220000,,,
University of vermont,,26500,,2018-2019,,28500,,,2000
University of Vermont ,Natural Resources,27500,,2019-2020,1st,27500,,,
University of Vermont (UVM),CSDS,34000,1.31,2023-2024,,34000,,,
University of Vermont (UVM),Cellular Molecular and Biomedical Sciences,30000,1.15,2023-2024,1st,32000,,,2000
University of Vermont (UVM),Neuroscience ,32000,1.23,2023-2024,1st,32000,,,
University of Vermont (UVM),Plant Biology,30972,1.19,2023-2024,1st,32000,,,1028
University of Vermont (UVM),Plant and Soil Science,27969,1.07,2021-2022,4th,30275,,,2306
University of Vermont (UVM),Computer Science,39000,1.5,2022-2023,1st,40000,,,1000
University of Vermont (UVM),Mathematics and Statistics ,24017,0.92,2020-2021,,,20045,5000,1028
University of Vermont (UVM),Food Systems ,28100,1.08,2022-2023,1st,30200,,,2100
University of Vermont (UVM),Complex Systems,28000,1.08,2020-2021,4th,30000,,,2000
University of Vermont (UVM),Computer Science,32600,1.25,2021-2022,1st,35000,,,2400
University of Vermont (UVM),Computer Science,20800,0.8,2021-2022,1st,,22000,,1200
University of Vermont (UVM),Interprofessional Health sciences,26484,1.02,2020-2021,1st,27667,,,1183
University of Vermont (UVM),Chemistry,24737,0.95,2020-2021,2nd,27337,,,2600
University of Vermont (UVM),CMB,28827,1.11,2020-2021,3rd,30000,,,1173
University of Vermont (UVM),Neuroscience,28975,1.11,2020-2021,1st,30275,,,1300
University of Vermont (UVM),Natural Resources,24947,0.96,2019-2020,1st,26000,,,1053
University of Vermont (UVM),Experimental Psychology,28000,1.08,2019-2020,,28000,,,
University of Vermont (UVM),CMB,30000,1.15,2019-2020,4th,30000,,,
University of Vermont (UVM),Experimental Psychology,27000,1.04,2018-2019,1st,27000,,,
University of Vermont (UVM),Medicine,29600,1.14,2018-2019,1st,30600,,,1000
University of Vermont (UVM),Cellular Molecular and Biomedical Sciences,27894,1.07,2019-2020,3rd,30000,,,2106
University of Vermont (UVM),Plant Biology,25000,0.96,2018-2019,1st,27000,,,2000
University of Vermont (UVM),Human Functioning and Rehabilitation Sciences,25000,0.96,2019-2020,1st,27000,,,2000
University of Vermont (UVM),Pharmacology,26200,1.01,2016-2017,3rd,28000,,,1800
University of Vermont (UVM),Education Leadership & Policy Studies,25000,0.96,2016-2017,1st,25000,,,
University of Vermont (UVM),The Rubenstein School of Environment and Natural Resources,25000,0.96,2016-2017,1st,25000,,,
University of Vermont (UVM),Bioengineering,22500,1.06,2014-2015,2nd,24500,,,2000
University of Victoria,Physics and Astronomy,20000,,2018-2019,1st,,20000,,
University of Victoria,Biochemistry and Microbiology,20883,,2016-2017,2nd,27500,,,6617
University of Victoria,Chemistry,17800,,2016-2017,1st,25000,,,7200
University of Virginia,Biophysics,32000,,2021-2022,2nd,32000,,,
University of virginia,,24000,,2016-2017,1st,24000,,,
University of Virginia (UVA),Economics,30600,1.34,2024-2025,1st,30600,,,
University of Virginia (UVA),Economics PhD,30000,1.31,2024-2025,1st,30000,,,
University of Virginia (UVA),Politics,30600,1.34,2024-2025,1st,30600,,,
University of Virginia (UVA),Data Science,42000,1.84,2024-2025,1st,42000,,,
University of Virginia (UVA),Ph.D. in the Constructed Environment,25000,1.09,2023-2024,1st,,25000,,
University of Virginia (UVA),chemical engineering ,40000,1.75,2022-2023,1st,40000,,,
University of Virginia (UVA),CS,35000,1.53,2022-2023,1st,35000,,,
University of Virginia (UVA),Biomedical Engineering,35000,1.53,2023-2024,2nd,35000,,,
University of Virginia (UVA),Anthropology ,30000,1.31,2022-2023,5th,30000,,,
University of Virginia (UVA),Economics,24000,1.05,2022-2023,2nd,24000,,,
University of Virginia (UVA),Political Science,35000,1.53,2023-2024,1st,35000,,,
University of Virginia (UVA),Computer Science,35000,1.53,2022-2023,1st,35000,,,
University of Virginia (UVA),architecture,5000,0.22,2022-2023,1st,,25000,,20000
University of Virginia (UVA),Mechanical and Aerospace,33000,1.44,2022-2023,3rd,33000,,,
University of Virginia (UVA),chemistry,31000,1.36,2023-2024,1st,31000,,,
University of Virginia (UVA),History,10000,0.44,2023-2024,1st,30000,,,40000
University of Virginia (UVA),English,30000,1.31,2023-2024,1st,30000,,,
University of Virginia (UVA),History ,30000,1.31,2023-2024,1st,30000,,,
University of Virginia (UVA),History ,30000,1.31,2023-2024,1st,30000,,,
University of Virginia (UVA),Data Science,33000,1.44,2022-2023,1st,33000,,,
